,url,comment,page_file
39022,/comment/39022,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support said permanent solution being implemented as soon as possible.
Thank you for consideration of my comments.
",comments-83.json
39024,/comment/39024,"I support the continuation of the Rondeau cottage community in perpetuity. I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible
",comments-84.json
39025,/comment/39025,"Our cottage in Rondeau Park is our second home and has been for many years.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.  Losing our cottage would be devastating to our family.
",comments-84.json
39029,/comment/39029,"I have been coming to Rondeau Provincial Park to spend some time in the summer almost every year since 1958 and would love to see a permanent solution finally reached with regard to this matter. I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-84.json
39030,/comment/39030,"""I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-84.json
39031,/comment/39031,"""I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-84.json
39032,/comment/39032,"Yes, I support the continuation of the Rondeau cottage community.
I support the three-year lease extension as described in ERO Policy Proposal 019-0907.
This lease extension should be granted automatically to all leaseholders.
This time should be used to reach a permanent solution that will ensure the cottage community remains forever.
If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-84.json
39036,/comment/39036,"To Whom it may Concern,
Why can't you get your act together?  You should be embarrassed that it has taken this long to make a decision that should have been made years ago!!! Without our tax dollars the park would surely suffer and most likely fold. If the Cottagers leave so does the income to the surrounding towns and the traffic inside the park will dwindle. Think of all those summer passes that won't get bought! Why the park can't even afford to fix the Government Dock that many have come to visit over the years.
In the beginning the Government was the one that offered to lease the land in order to fund the park, so all can enjoy what it has to offer. Seems to me that you have forgotten who is the real backbone at Rondeau. Do what you must, just remember what's at stake, this decision is a heavy one.
Discussed
",comments-84.json
39039,/comment/39039,"I support the three year lease extension as per ERO 019-0907.  This should be granted automatically to all leaseholders. The intervening time should be utilized to reach a permanent, fair solution. Cottagers are the most affected and interested in the preservation of the natural environment at Rondeau Park. Cottage presence in Rondeau Park has proven that the environment at Rondeau is not in any way harmed, and in fact is enhanced by their presence.
",comments-84.json
39043,/comment/39043,"""I support the continuation of the Rondeau cottage community in perpetuity. I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.""
",comments-84.json
39045,/comment/39045,"The local community surrounding Rondeau Park is very much in favour of the three year lease extension as per ERO 019-0907. This lease extension should be granted to all leaseholders. Perhaps this time could be used to reach a permanent solution to benefit all. A permanent cottage community is a positive asset for this area.
",comments-84.json
39046,/comment/39046,"A three year extension of Rondeau Park leases, as per ERO Policy Proposal 019-0907 is a positive step that I  support. The cottagers have been a force for good in the park for many years, and this extension should be granted to all leaseholders. This extension time should be used to reach a permanent, fair solution to ensure the cottage community remains.
",comments-85.json
39048,/comment/39048,"I support the proposed three year extension for leases in Rondeau Park, as outlined in ERO Policy Proposal 019-0907. This extension should be offered to all leaseholders at this time. A permanent cottage community is a valuable resource to the local community, and to the environment, as leaseholders have an abiding love for the Rondeau ecosystem.
",comments-85.json
39049,/comment/39049,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-85.json
39054,/comment/39054,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-85.json
39056,/comment/39056,"I support ERO 019-0907
I support the three year lease extension for Rondeau Provincial Park cottagers so that a permanent agreement can be reached for the long-term tenure of the leaseholders. The Rondeau cottage community is a long-time vibrant existence, they care for the well-being of the Park.
",comments-85.json
39059,/comment/39059,"I SUPPORT ERO 019-0907
I support the continuation of the Rondeau cottage community. I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
Thank you
",comments-85.json
39061,/comment/39061,"I fully agree with the continuation of the Rondeau Cottage Community, as originally conceived. I also support the 3-year lease extension as noted in ERO Policy Proposal 019-0907. The proposed lease extension should be implemented automatically to all leaseholders while reaching a permanent solution, that ensures the Cottage Community remains forever. When the permanent solution for Rondeau Provincial Park cottaging is determined, I support immediate implementation.
",comments-85.json
39062,/comment/39062,"I support ERO 019-0907 and the proposed lease extension of heritage cottages in Rondeau Provincial Park.
Since 1894, when lots were first surveyed, cottaging has been a part of the rondeau Park community. The cottages take great pride in the park, actively promoting the betterment of the park, protecting, preserving and promoting Rondeau’s natural and historical environment. I support the continuation of the Rondeau Cottage Community, they are excellent stewards of the park.
Thank you
",comments-85.json
39064,/comment/39064,"I SUPPORT ERO 019-0907
I very much support the long term tenure of the Rondeau Cottage Community. I support the 3-year lease extension as described in ERO Policy Proposal 019-0907, but hope that a permanent solution is reached before then. This lease extension should be granted automatically to all existing leaseholders who are excellent stewards of Rondeau Provincial Park. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the 3-year deadline, I support it being implemented as soon as possible. Thank you.
",comments-85.json
39066,/comment/39066,"I support ERO 019-0907 and the lease extension for cottagers at Rondeau Provincial Park.
I have been spending my summers at the cottage for over 30 years and this has become a staple for our family traditions. We respect and appreciate the natural environment and love having a quiet place to enjoy the natural habitat and create memories as a family.
",comments-85.json
39068,/comment/39068,"I support ERO 019-0907 and the proposed lease extension of heritage cottages in Rondeau Provincial Park.
Since 1894, when lots were first surveyed, cottaging has been a part of the Rondeau Park community. The cottages take great pride in the park, actively promoting the betterment of the park, protecting, preserving and promoting Rondeau’s natural and historical environment. I support the continuation of the Rondeau Cottage Community, they are excellent stewards of the park.
Thank you
",comments-86.json
39069,/comment/39069,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-86.json
39070,/comment/39070,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-86.json
39071,/comment/39071,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-86.json
39072,/comment/39072,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-86.json
39073,/comment/39073,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-86.json
39074,/comment/39074,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible
",comments-86.json
39075,/comment/39075,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible
",comments-86.json
39076,/comment/39076,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible
",comments-86.json
39077,/comment/39077,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible
",comments-86.json
39079,/comment/39079,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible
",comments-86.json
39081,/comment/39081,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.”
",comments-86.json
39083,/comment/39083,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible
",comments-86.json
39085,/comment/39085,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible
",comments-86.json
39087,/comment/39087,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible
",comments-87.json
39089,/comment/39089,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible
",comments-87.json
39091,/comment/39091,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible
",comments-87.json
39092,/comment/39092,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39093,/comment/39093,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39094,/comment/39094,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39095,/comment/39095,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39096,/comment/39096,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39097,/comment/39097,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39098,/comment/39098,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39099,/comment/39099,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39100,/comment/39100,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39101,/comment/39101,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39102,/comment/39102,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39103,/comment/39103,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39104,/comment/39104,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39105,/comment/39105,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-87.json
39108,/comment/39108,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39109,/comment/39109,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39110,/comment/39110,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39113,/comment/39113,"I support the continuation of the Rondeau cottage community in perpetuity. I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39114,/comment/39114,"I support the continuation of the Rondeau cottage community in perpetuity. I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39116,/comment/39116,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39117,/comment/39117,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39118,/comment/39118,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39119,/comment/39119,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39120,/comment/39120,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39121,/comment/39121,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39122,/comment/39122,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39123,/comment/39123,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39124,/comment/39124,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39125,/comment/39125,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39126,/comment/39126,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39127,/comment/39127,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39128,/comment/39128,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39129,/comment/39129,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-88.json
39130,/comment/39130,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39131,/comment/39131,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39132,/comment/39132,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39133,/comment/39133,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39134,/comment/39134,"I certainly support extension of cottage leases in Rondeau Provincial Park per the ERO Policy Proposal ( 019-0907 ), however, I am extremely puzzled by the continued extensions , since 1988 to present, to alleviate the issue of maintaining cottages within Rondeau Provincial Park. It was the original concept and mission to have a Cottaging Community within the Park. When the decision has been formalized to permit cottaging within the Park, I recommend immediate implementation.
 A concerned Park participant for 74 year.
",comments-89.json
39135,/comment/39135,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39136,/comment/39136,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39137,/comment/39137,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39138,/comment/39138,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39139,/comment/39139,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39140,/comment/39140,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39141,/comment/39141,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39142,/comment/39142,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39143,/comment/39143,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39144,/comment/39144,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39145,/comment/39145,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39146,/comment/39146,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39147,/comment/39147,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39149,/comment/39149,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-89.json
39150,/comment/39150,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-90.json
39151,/comment/39151,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-90.json
39152,/comment/39152,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-90.json
39153,/comment/39153,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-90.json
39154,/comment/39154,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-90.json
39155,/comment/39155,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-90.json
39156,/comment/39156,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-90.json
39157,/comment/39157,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-90.json
39158,/comment/39158,"I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This new lease extension should be granted automatically to all leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-90.json
