ADDRESSNUM,ADDRESSSTR,ASSETTYPE,SIDE,WARD,Lon,Lat
55,Lansdowne Ave,Post & Ring,East,14,-79.4374609,43.64296995704149
585,Mount Pleasant Rd,Post & Ring,East,22,-79.38815117,43.703684547376525
175,Bloor St E,Post & Ring,South,27,-79.38214302,43.67109999580097
100,Gloucester St,Post & Ring,North,27,-79.37943935,43.66787161011749
588,Markham St,Post & Ring,West,19,-79.41205502,43.663773793604804
129,College St,Post & Ring,South,20,-79.39098358,43.65964465010512
124,Eglinton Ave W,Post & Ring,North,16,-79.40239906,43.705980314728436
140,St George St,Post & Ring,South,20,-79.3999958,43.665139763524195
14,Church St,Post & Ring,West,28,-79.37355995,43.64778342567021
66,Maitland St,Post & Ring,North,27,-79.38072681,43.66467409545265
207,Harbord St,Post & Ring,West,20,-79.40926552,43.66153850305628
75,Yorkville Ave,Post & Ring,South,27,-79.3910265,43.671131037128106
133,Crawford St,Post & Ring,East,19,-79.41510201,43.64598230192428
248,Bloor St W,Post & Ring,North,20,-79.3980217,43.66796474
607,Queen St W,Post & Ring,South,20,-79.40231323,43.64744183738563
812,Queen St E,Post & Ring,North,30,-79.34626579,43.659737791810926
1081,Bathurst St,Post & Ring,East,20,-79.41407204,43.672683083016096
261,Davenport Rd,Post & Ring,East,20,-79.39797878,43.67432821
2,Lombard St,Post & Ring,East,28,-79.37742233,43.651447614170536
960,Bay St,Post & Ring,West,27,-79.38746452,43.664891407668904
530,St Clair Ave W,Post & Ring,East,21,-79.41943645,43.68304971997739
66,Bathurst St,Post & Ring,West,19,-79.40231323,43.64269045346671
23,Roncesvalles Ave,Post & Ring,East,14,-79.44621563,43.63942948234438
471,Richmond St W,Post & Ring,South,20,-79.39815044,43.64747289094632
69,Richmond St W,Post & Ring,South,28,-79.38222885,43.650888684610834
190,Elizabeth St,Post & Ring,West,27,-79.38669205,43.65871322509997
331,Dundas St E,Post & Ring,South,28,-79.37016964,43.65837169897779
2229,Queen St E,Post & Ring,South,32,-79.29562569,43.67091374750086
71 1/2,Queen St E,Post & Ring,South,28,-79.37626362,43.652969118285455
285,Roncesvalles Ave,Post & Ring,East,14,-79.44943428,43.64753499801955
711,Bay St,Post & Ring,East,27,-79.3848896,43.65886846360422
2180,Yonge St,Post & Ring,West,22,-79.39806461,43.70495653744669
927,Bloor St W,Post & Ring,South,19,-79.42728996,43.66153850305628
43,Wellesley St E,Post & Ring,South,27,-79.38222885,43.66535707
2,College St,Post & Ring,North,27,-79.38351631,43.66138327145546
320,Robert St,Post & Ring,West,20,-79.40527439,43.666164220566316
201,Front St E,Post & Ring,South,28,-79.36677933,43.65054711398591
363,Front St W,Post & Ring,South,20,-79.39184189,43.64315629203554
409,Roxton Rd,Post & Ring,South,19,-79.42282677,43.658775320549836
20,Sussex Ave,Post & Ring,East,20,-79.40051079,43.66498454123504
70,Peter St,Post & Ring,West,20,-79.39248562,43.646230735996625
200,King St W,Post & Ring,East,20,-79.38613415,43.64781447905429
660C,Wellington St W,Post & Ring,North,19,-79.40587521,43.64191404782494
35,Front St E,Post & Ring,South,28,-79.37493324,43.64775237227008
1014,Bloor St W,Post & Ring,North,18,-79.43080902,43.66091757424482
125,Queens Quay E,Post & Ring,South,28,-79.36763763,43.64427428986312
50,Queen St W,Post & Ring,West,27,-79.38094139,43.65244125387767
75,Lansdowne Ave,Post & Ring,East,14,-79.43767548,43.643466849074684
68,George St,Post & Ring,South,28,-79.37081337,43.65060922
494,Yonge St,Other,West,27,-79.38381672,43.66287347825502
280,College St,Post & Ring,East,20,-79.40098286,43.657905978407825
91,Bond St,Post & Ring,North,27,-79.37798023,43.656384599372586
2299,Yonge St,Post & Ring,East,22,-79.39840794,43.70768657134323
327,Main St,Post & Ring,East,31,-79.30202007,43.689008173621005
279,King St E,Post & Ring,West,28,-79.36712265,43.651447614170536
490,Wellington St W,Post & Ring,North,20,-79.39840794,43.64331157
24,Merton St,Post & Ring,North,22,-79.39540386,43.696331295368594
874,Queen St W,Post & Ring,North,19,-79.41415787,43.64520593882585
216,Carlton St,Post & Ring,North,28,-79.36974049,43.663960064060404
40,Wabash Ave,Post & Ring,North,14,-79.44265366,43.64803185229343
38,St Bartholomew St,Post & Ring,West,28,-79.36291695,43.65955150825482
557,King St W,Post & Ring,South,20,-79.39952374,43.64449167591346
833,College St,Post & Ring,West,19,-79.42269802,43.65418008380726
381,Adelaide St W,Post & Ring,South,20,-79.39660549,43.646448114967086
56,Dan Leckie Way,Post & Ring,West,20,-79.39767838,43.63831139435743
217,Richmond St W,Post & Ring,West,20,-79.38905239,43.64902554851156
414,Manning Ave,Post & Ring,West,19,-79.41351414,43.657533399351024
411,Church St,Post & Ring,South,27,-79.38021183,43.66265615873391
396,Dupont St,Post & Ring,North,20,-79.41111088,43.67389365094553
823,Lansdowne Ave,Post & Ring,East,18,-79.44449902,43.66250093
80,Queensdale Ave,Post & Ring,North,29,-79.33025837,43.68708415
585,Queen St W,Post & Ring,West,20,-79.40141201,43.64750394449095
55,Harbord St,Post & Ring,South,20,-79.40136909,43.663152887911906
1485,Danforth Ave,Post & Ring,South,30,-79.32575226,43.68280143823145
21,Pirandello St,Post & Ring,East,19,-79.41381454,43.63855986015258
552,Yonge St,Post & Ring,West,27,-79.38446045,43.664518871959416
171,Hampton Ave,Post & Ring,East,30,-79.35257435,43.67699755969582
115,King St W,Post & Ring,South,28,-79.38282967,43.6480008
115,Cumberland St,Post & Ring,South,27,-79.3918848,43.67007562299804
364,Huron St,Post & Ring,West,20,-79.40046787,43.66436364806478
1496,Yonge St,Post & Ring,West,22,-79.39437389,43.688511658423124
1255,Yonge St,Post & Ring,East,22,-79.39239979,43.684198009686526
38,Shuter St,Post & Ring,North,27,-79.37780857,43.65458373355483
483,Bay St,Post & Ring,North,27,-79.38214302,43.653155422262785
420,Huron St,Post & Ring,West,20,-79.40136909,43.66659883342339
603,Davenport Rd,Post & Ring,South,21,-79.41111088,43.67671821448283
533,St Clair Ave W,Post & Ring,East,21,-79.41969395,43.68264626161843
1117,Queen St W,Post & Ring,South,18,-79.42372799,43.64312523624335
30,Charles St W,Post & Ring,North,27,-79.38643456,43.668709765397324
70,Gloucester St,Post & Ring,West,27,-79.38175678,43.66749909290297
106,Front St E,Post & Ring,North,28,-79.37072754,43.64977080988672
20,Brant St,Post & Ring,West,20,-79.39797878,43.645640703397135
61,College St,Post & Ring,East,27,-79.38652039,43.66054501387546
20,St George St,Post & Ring,West,20,-79.39664841,43.65924103437692
222,Elm St,Post & Ring,East,20,-79.39209938,43.656167256363744
29,Baldwin St,Post & Ring,South,20,-79.39325809,43.65598096173002
315,Front St W,Post & Ring,South,20,-79.39021111,43.64356001587336
2,Toronto St,Post & Ring,North,28,-79.37630653,43.64955344294083
329,Parliament St,Post & Ring,East,28,-79.36600685,43.65983093337226
1950,Danforth Ave,Post & Ring,North,31,-79.31558132,43.68516007
55,Harbord St,Post & Ring,South,20,-79.40136909,43.663152887911906
25,York St,Post & Ring,North,28,-79.38115597,43.64309418043507
694,St Clair Ave W,Post & Ring,North,21,-79.4260025,43.681746229347766
231,Carlton St,Post & Ring,South,28,-79.36858177,43.664053199071446
630,Danforth Ave,Post & Ring,North,29,-79.34553623,43.67889086519571
1005,King St W,Post & Ring,South,19,-79.41450119,43.64144819962368
585,Yonge St,Post & Ring,South,27,-79.38446045,43.66588482492509
159,King St W,Post & Ring,West,20,-79.38476086,43.64731762298234
1293,Queen St E,Post & Ring,South,32,-79.32849884,43.66355647734278
73,Regent Park Blvd,Post & Ring,East,28,-79.36145782,43.660172451194256
50,Bloor St W,Post & Ring,South,27,-79.38883781,43.670727498622796
254,Mutual St,Post & Ring,West,27,-79.37823772,43.66281138704355
888,Queen St E,Post & Ring,North,30,-79.34343338,43.66035873282385
288,Bremner Blvd,Post & Ring,North,20,-79.38596249,43.64206933
626,Vaughan Rd,Post & Ring,West,15,-79.44097996,43.69266984627228
888,Queen St E,Post & Ring,North,30,-79.34326172,43.66038977970592
668A,Queen St W,Post & Ring,North,19,-79.40720558,43.64660338517865
102,Gladstone Ave,Post & Ring,West,18,-79.42849159,43.64582703010731
180,Spadina Ave,Post & Ring,West,20,-79.39677715,43.64936713
444,Front St W,Post & Ring,North,20,-79.39587593,43.64228672378519
543,Richmond St W,Post & Ring,South,20,-79.40141201,43.64682076280056
2052,Danforth Ave,Post & Ring,North,31,-79.31369305,43.685563514784405
380,Donlands Ave,Post & Ring,West,29,-79.34313297,43.69437648171791
42,Pardee Ave,Post & Ring,West,14,-79.42278385,43.637565990807275
1116,Queen St W,Post & Ring,North,18,-79.42325592,43.64334263
126,Elizabeth St,Post & Ring,West,27,-79.38523293,43.65526683
438,University Ave,Post & Ring,West,20,-79.38849449,43.654490583853885
1491,Yonge St,Post & Ring,East,22,-79.39437389,43.68894610944605
80,Grosvenor St,Post & Ring,North,27,-79.38909531,43.66194210334004
70,Cumberland St,Post & Ring,East,27,-79.38982487,43.67085166460572
125,Queens Quay E,Post & Ring,South,28,-79.36763763,43.64427428986312
70,East Liberty St,Post & Ring,North,19,-79.41462994,43.63877726688051
74,Wellesley St E,Post & Ring,North,27,-79.38046932,43.66585378
1081A,Pape Ave,Post & Ring,East,29,-79.34944153,43.69155274950006
21,Phoebe St,Post & Ring,South,20,-79.39510345,43.6503608
870,Queen St E,Post & Ring,North,30,-79.34532166,43.65995512189593
84,Geary Ave,Post & Ring,North,17,-79.43342686,43.67069645708693
1151,Davenport Rd,Post & Ring,South,17,-79.4315815,43.674576524645715
61,College St,Post & Ring,South,27,-79.38682079,43.660513967073655
238A,Dupont St,Post & Ring,North,20,-79.40587521,43.675197312175555
869,Yonge St,Post & Ring,North,27,-79.38827991,43.67293140663344
1,Draper St,Post & Ring,North,20,-79.39707756,43.64194510424329
330,University Ave,Post & Ring,West,20,-79.38742161,43.65203758972933
27,Front St E,Post & Ring,South,28,-79.37544823,43.64750394449095
372,Spadina Ave,Post & Ring,South,20,-79.39905167,43.654987380589205
335,Bremner Blvd,Post & Ring,South,20,-79.3918848,43.64067177792788
218,King St E,Post & Ring,North,28,-79.36862469,43.65126130489526
12,Alexander St,Post & Ring,North,27,-79.38308716,43.66312184245871
163,Roncesvalles Ave,Post & Ring,East,14,-79.4481039,43.64411901363127
415,Jarvis St,Post & Ring,East,27,-79.37690735,43.663152887911906
26,Maitland St,Post & Ring,North,27,-79.38270092,43.66423947
49,Harbour Sq,Post & Ring,South,28,-79.37695026,43.640951290894236
856,Bloor St W,Post & Ring,North,19,-79.42441463,43.66231465503992
118,Pearl St,Post & Ring,North,20,-79.3854475,43.648218171586564
191,Baldwin St,Post & Ring,South,20,-79.40132618,43.65461478342303
90,Gerrard St W,Post & Ring,East,27,-79.38643456,43.658557986194324
556,Adelaide St W,Post & Ring,North,20,-79.40269947,43.645361212248275
3090A,Danforth Ave,Post & Ring,East,35,-79.28828716,43.691428626352064
190,Elizabeth St,Post & Ring,West,27,-79.38664913,43.658557986194324
250,Front St W,Rack,North,20,-79.38724995,43.64449167591346
90,Trinity St,Post & Ring,West,28,-79.36089993,43.652285998757065
204,St Clair Ave W,Post & Ring,North,22,-79.40368652,43.686277289169624
1609,Dupont St,Post & Ring,South,18,-79.45471287,43.66492245220698
14,Carlton St,Post & Ring,East,27,-79.38192844,43.66144536414396
503,Bloor St W,Post & Ring,South,20,-79.40832138,43.665667516305064
23,College St,Post & Ring,South,27,-79.38437462,43.66101071397594
161,Lauder Ave,Post & Ring,East,17,-79.43977833,43.679015014288865
161,Lauder Ave,Post & Ring,East,17,-79.43977833,43.67904605152202
555,University Ave,Post & Ring,South,27,-79.3876791,43.65784388
182,Mc Caul St,Post & Ring,West,20,-79.3924427,43.656539843897264
1,Gore Vale Ave,Post & Ring,North,19,-79.41192627,43.645640703397135
1504,Yonge St,Post & Ring,West,22,-79.39450264,43.68888404520686
640,Danforth Ave,Post & Ring,North,29,-79.34540749,43.67889086519571
16,Russell St,Post & Ring,North,20,-79.39827919,43.66020349817268
154,Wellesley St E,Post & Ring,North,27,-79.37583447,43.66666092071753
20,John St,Post & Ring,West,20,-79.38913822,43.644926445654164
238,Sherbourne St,Post & Ring,South,27,-79.37124252,43.65821645918916
634,Queen St W,Post & Ring,North,19,-79.40591812,43.64685182
133,Crawford St,Post & Ring,East,19,-79.41501617,43.64595124759299
18,Lower Jarvis St,Post & Ring,West,28,-79.37047005,43.64737973021613
10,Bellair St,Post & Ring,West,27,-79.39072609,43.669703119462156
747,College St,Post & Ring,South,19,-79.41986561,43.65489423151439
1262,Bloor St W,Rack,East,18,-79.44067955,43.65889951125692
225,King St W,Post & Ring,South,20,-79.38797951,43.64688287054801
208,Christie St,Post & Ring,West,19,-79.42076683,43.669299571356106
150,Dundas St W,Post & Ring,North,27,-79.38553333,43.65539102491039
968,Bathurst St,Post & Ring,North,20,-79.41317081,43.669609993216966
243X,Queens Quay W,Post & Ring,South,20,-79.38437462,43.63911890443504
768A,St Clair Ave W,Post & Ring,North,21,-79.42853451,43.68121861794609
1432,Gerrard St E,Post & Ring,North,30,-79.32210445,43.672310595663504
65,Concord Ave,Post & Ring,East,19,-79.42480087,43.65663299041944
1684,Danforth Ave,Post & Ring,West,31,-79.32103157,43.68410490593433
230,Jones Ave,Post & Ring,North,30,-79.33592319,43.66920644448476
3,Walmer Rd,Post & Ring,North,20,-79.40514565,43.66644361490711
111,Wellington St W,Post & Ring,West,28,-79.38304424,43.646448114967086
568,Richmond St W,Post & Ring,North,20,-79.40128326,43.64700708585036
261A,Yonge St,Post & Ring,East,27,-79.38038349,43.65529788
2226A,Queen St E,Post & Ring,North,32,-79.28785801,43.67265204249168
55,Elm St,Post & Ring,West,27,-79.38437462,43.65709872086288
2081,Yonge St,Post & Ring,East,22,-79.39742088,43.70284688064004
108,Gladstone Ave,Post & Ring,West,18,-79.42857742,43.646106519088875
1675,Danforth Ave,Post & Ring,South,32,-79.32146072,43.683670419846834
142,St Patrick St,Post & Ring,West,20,-79.39016819,43.65386958215518
640,Dundas St E,Post & Ring,North,28,-79.36120033,43.66079338771189
577,College St,Post & Ring,South,19,-79.41299915,43.65529788
2,Howland Ave,Post & Ring,North,20,-79.40905094,43.66563647
240,Adelaide St W,Post & Ring,North,20,-79.38836575,43.64831133101637
29,Lower River St,Post & Ring,North,28,-79.35493469,43.65601201087577
259,Richmond St W,Post & Ring,South,20,-79.39106941,43.64893239018946
256,Parliament St,Post & Ring,West,28,-79.36549187,43.657937026558216
380,Adelaide St W,Post & Ring,North,20,-79.39488888,43.64694497823129
573,King St E,Post & Ring,South,28,-79.35729504,43.65610515821675
84,Gerrard St W,Post & Ring,East,27,-79.38570499,43.65862008180474
1392,Queen St E,Post & Ring,North,32,-79.32467937,43.66454991669016
63,Wellesley St E,Post & Ring,South,27,-79.38128471,43.665543339597576
694A,Yonge St,Post & Ring,West,27,-79.38583374,43.66784056710458
181,University Ave,Post & Ring,East,28,-79.38557625,43.64933607520834
2200A,Yonge St,Post & Ring,West,22,-79.39832211,43.70622850052726
140,St George St,Post & Ring,South,20,-79.3994379,43.66526394106654
851,Queen St W,Post & Ring,South,19,-79.41046715,43.64582703010731
104,Crawford St,Post & Ring,West,19,-79.41501617,43.64474011615056
640,Dundas St E,Post & Ring,North,28,-79.36115742,43.66066920092214
25,Bond St,Post & Ring,East,27,-79.37707901,43.65349697805354
200,University Ave,Post & Ring,South,20,-79.38643456,43.649863966908384
30,St Clair Ave W,Post & Ring,North,22,-79.39497471,43.688015139115095
100,Bloor St E,Post & Ring,West,27,-79.38437462,43.67109999580097
25,Lower River St,Post & Ring,South,28,-79.35441971,43.65619830541314
191,St George St,Post & Ring,East,20,-79.40136909,43.671534572920166
479,Wellington St W,Post & Ring,East,20,-79.39806461,43.643032068770395
260,Richmond St W,Post & Ring,North,20,-79.38995361,43.64936713
139,Spadina Ave,Post & Ring,East,20,-79.39561844,43.64741078380888
81,Harbord St,Post & Ring,South,20,-79.40317154,43.66274929576787
98,Davenport Rd,Post & Ring,East,27,-79.39085484,43.673365970491346
109,Niagara St,Post & Ring,South,19,-79.40407276,43.641386086257285
150,Eastern Ave,Post & Ring,South,28,-79.35630798,43.65473898273527
955A,Eglinton Ave W,Post & Ring,South,21,-79.42896366,43.700147652647075
475,Dupont St,Post & Ring,South,20,-79.41518784,43.672869325825445
510,Church St,Post & Ring,West,27,-79.38042641,43.664301558394556
583,Sherbourne St,Post & Ring,East,28,-79.37600613,43.67047916588629
522,Queen St E,Post & Ring,North,28,-79.35819626,43.65706767227903
1817,Queen St E,Post & Ring,South,32,-79.30772781,43.668244125020124
1102,College St,Post & Ring,North,18,-79.43222523,43.65268966123574
479,Wellington St W,Post & Ring,South,20,-79.39797878,43.64321840357181
917,Bay St,Post & Ring,East,27,-79.38673496,43.663680658160246
22,Woodlawn Ave E,Post & Ring,North,22,-79.39115524,43.684229044238464
8A,Brunswick Ave,Post & Ring,North,20,-79.40424442,43.65725396354131
243,Davenport Rd,Post & Ring,South,20,-79.39724922,43.67448340596232
231,Fort York Blvd,Post & Ring,South,19,-79.4061327,43.63722434442309
231,Fort York Blvd,Post & Ring,South,19,-79.40596104,43.637286462091964
15,Mc Caul St,Post & Ring,East,20,-79.38986778,43.65076447733563
20,St George St,Post & Ring,West,20,-79.39669132,43.659334176708825
2495,Dundas St W,Post & Ring,West,14,-79.45398331,43.66042082657194
176,The Esplanade,Post & Ring,North,28,-79.36776638,43.648994495753556
835,Yonge St,Post & Ring,East,27,-79.38789368,43.67327284992956
63,Wellesley St E,Post & Ring,South,27,-79.3812418,43.66557438379854
38,Madison Ave,Post & Ring,West,20,-79.40355778,43.66895810545478
173,Spadina Ave,Post & Ring,East,20,-79.39630508,43.64918081206062
200,Bay St,Post & Ring,West,28,-79.37935352,43.64635495
1595,Bloor St W,Post & Ring,South,14,-79.45484161,43.655732567986064
302,Church St,Post & Ring,West,27,-79.37763691,43.65750235099193
565,College St,Post & Ring,South,19,-79.41274166,43.65535997544353
401,Bay St,Post & Ring,South,28,-79.38076973,43.65200653852864
88,Elm St,Post & Ring,North,27,-79.38617706,43.656974526431156
415,Jarvis St,Post & Ring,East,27,-79.37699318,43.66333916029407
601,St Clair Ave W,Post & Ring,South,21,-79.42248344,43.68221176496664
672,Kingston Rd,Post & Ring,North,32,-79.29721355,43.67913916312517
182,Parliament St,Post & Ring,West,28,-79.36484814,43.65641564830963
211,Queens Quay W,Post & Ring,South,20,-79.38141346,43.63955371305863
61,College St,Post & Ring,East,27,-79.38652039,43.66054501387546
