ADDRESSNUM,ADDRESSSTR,ASSETTYPE,SIDE,WARD,Lon,Lat
54,Kensington Ave,Post & Ring,West,20,-79.40046787,43.654086933480215
2H,Spadina Ave,Post & Ring,West,20,-79.3930006,43.639926403660155
33,Mill St,Post & Ring,South,28,-79.36107159,43.65039185396881
826,College St,Post & Ring,North,19,-79.42226887,43.65452163377026
468,Huron St,Post & Ring,West,20,-79.40141201,43.666754051538334
388,Brock Ave,Post & Ring,East,18,-79.43810463,43.653155422262785
53,Mc Caul St,Post & Ring,East,20,-79.39033985,43.65197548731186
1463,Dundas St W,Post & Ring,South,18,-79.43068027,43.64955344294083
214,Wellington St W,Rack,East,20,-79.38918114,43.64573386682446
812,Logan Ave,Post & Ring,West,30,-79.34944153,43.67712171270642
237X,Queens Quay W,Post & Ring,South,20,-79.38368797,43.639243135791446
181B,Carlaw Ave,Post & Ring,East,30,-79.34025764,43.66169373425575
1375,Dundas St W,Post & Ring,East,18,-79.42797661,43.64942923290431
1070,Queen St W,Post & Ring,North,19,-79.42136765,43.643746349037286
100,Niagara St,Post & Ring,East,19,-79.40441608,43.64147925628282
33,Gerrard St E,Post & Ring,South,27,-79.37999725,43.65945837
80,Gerrard St E,Post & Ring,North,27,-79.37793732,43.66004826312013
301,Parliament St,Post & Ring,East,28,-79.36596394,43.65908579683591
1602,Queen St W,Post & Ring,North,14,-79.44158077,43.639677943516034
534,Oakwood Ave,Post & Ring,West,15,-79.4408083,43.69245263
742,Bathurst St,Post & Ring,West,19,-79.41081047,43.663960064060404
180,University Ave,Post & Ring,North,20,-79.38604832,43.64880817886856
444,Front St W,Post & Ring,North,20,-79.39621925,43.642193555011886
210,Victoria St,Post & Ring,West,27,-79.3790102,43.65473898273527
1395,Gerrard St E,Post & Ring,South,32,-79.32407856,43.67172081929371
89,Regal Rd,Post & Ring,South,17,-79.4399929,43.67423508876692
1502,Dupont St,Post & Ring,North,18,-79.45097923,43.66585378
639A,St Clair Ave W,Post & Ring,South,21,-79.42407131,43.68190140828878
500,Sherbourne St,Post & Ring,West,27,-79.3751049,43.66796474
2106,Queen St E,Post & Ring,North,32,-79.29545403,43.67106895445775
30,Adelaide St E,Post & Ring,North,28,-79.37682152,43.65082658100536
60,Shuter St,Post & Ring,East,27,-79.3764782,43.65514262872614
1053,Dundas St W,Post & Ring,South,19,-79.41793442,43.64980186224332
1618,Gerrard St E,Post & Ring,North,30,-79.31965828,43.672869325825445
30,Jefferson Ave,Post & Ring,West,14,-79.42115307,43.63691375511539
496,College St,Post & Ring,North,19,-79.4097805,43.65613620729823
461,Cherry St,Post & Ring,East,28,-79.35806751,43.65327962459327
120,Bloor St E,Other,North,27,-79.38360214,43.671006871723165
1992A,Danforth Ave,Post & Ring,North,31,-79.31442261,43.68540834531595
461,Cherry St,Post & Ring,East,28,-79.3580246,43.65321752346014
1094,Queen St W,Post & Ring,North,18,-79.42261219,43.64349790469029
410,Queens Quay W,Post & Ring,North,20,-79.3913269,43.63790763524895
1208,Dundas St W,Post & Ring,West,19,-79.42282677,43.64942923290431
257,Augusta Ave,Post & Ring,North,20,-79.40209866,43.65529788
180,Victoria St,Post & Ring,West,27,-79.37875271,43.654086933480215
457,Front St E,Post & Ring,South,28,-79.35660839,43.65290701683122
351,Queen St E,Post & Ring,South,28,-79.36420441,43.655577321374295
2,Lombard St,Post & Ring,East,28,-79.37742233,43.651447614170536
20,Queen St W,Post & Ring,North,27,-79.38046932,43.65222389659647
534,St Clair Ave W,Post & Ring,East,21,-79.41947937,43.68314282536721
50,Carlton St,Post & Ring,North,27,-79.38038349,43.66172478044746
538,St Clair Ave W,Post & Ring,North,21,-79.41973686,43.68292557923283
802,Church St,Post & Ring,West,27,-79.38476086,43.671844983221604
135,George St,Post & Ring,East,28,-79.37154293,43.653031219675455
350,Coxwell Ave,Post & Ring,South,30,-79.32021618,43.674980037270615
494,Yonge St,Other,South,27,-79.38394547,43.66290452383666
24,Baldwin St,Post & Ring,North,20,-79.39312935,43.65613620729823
885,Dundas St E,Post & Ring,South,30,-79.35055733,43.66253197579721
321,King St W,Post & Ring,South,20,-79.39094067,43.64626179018342
1068,Yonge St,Post & Ring,West,27,-79.3899107,43.67768039807518
80,Hayden St,Post & Ring,North,27,-79.38188553,43.67047916588629
764,King St W,Post & Ring,North,19,-79.40544605,43.643404737795294
288,Bremner Blvd,Post & Ring,North,20,-79.38604832,43.64203827340191
1156,College St,Post & Ring,North,18,-79.4341135,43.652285998757065
125,Fort York Blvd,Other,South,20,-79.39866543,43.639056788660525
316,Bloor St W,Post & Ring,North,20,-79.40299988,43.66690927
270X,Heath St W,Post & Ring,North,21,-79.41613197,43.68602902078155
3,St Patrick St,Post & Ring,South,20,-79.38866615,43.65073342547669
225,Gladstone Ave,Post & Ring,East,18,-79.42969322,43.64946028543753
287,College St,Post & Ring,South,20,-79.40093994,43.65768864090566
90,Sherbourne St,Post & Ring,West,28,-79.36896801,43.652844915312784
49,Woodington Ave,Post & Ring,North,31,-79.32120323,43.68568765007018
2,St Lawrence St,Post & Ring,South,28,-79.35575008,43.65486318179069
1627,Bayview Ave,Post & Ring,East,26,-79.37540531,43.70663180025872
174,St George St,Post & Ring,West,20,-79.40021038,43.66830621061246
2,Queen St E,Post & Ring,North,27,-79.37755108,43.652844915312784
417,Queen St W,Post & Ring,South,20,-79.39514637,43.64893239018946
44,St Clair Ave W,Post & Ring,North,22,-79.39570427,43.68785997598843
20,St George St,Post & Ring,West,20,-79.39651966,43.659334176708825
577,Kingston Rd,Post & Ring,South,32,-79.29944515,43.67848737886882
2156,Yonge St,Post & Ring,West,22,-79.39785004,43.70390171832352
611,College St,Post & Ring,South,19,-79.41445827,43.65501843
836,Yonge St,Post & Ring,North,27,-79.38682079,43.671410408350056
70,Huntley St,Post & Ring,West,27,-79.37896729,43.670944788924345
701A,Bloor St W,Post & Ring,South,19,-79.41767693,43.66364961297995
1528,Danforth Ave,Post & Ring,North,29,-79.32463646,43.68320489554682
2344,Dufferin St,Post & Ring,West,17,-79.45007801,43.69512118
4,Eastern Ave,Post & Ring,North,28,-79.36094284,43.652192845492095
1032,Queen St W,Post & Ring,North,19,-79.42020893,43.643963736998046
2,Russell St,Post & Ring,West,20,-79.39703465,43.66054501387546
477,Church St,Post & Ring,East,27,-79.38042641,43.66476722935593
869,Yonge St,Post & Ring,East,27,-79.38810825,43.67376949125608
356,Queen St W,Post & Ring,North,20,-79.39548969,43.64902554851156
497,Bloor St W,Post & Ring,South,20,-79.40793514,43.6657296
1075,Bay St,Post & Ring,North,27,-79.38750744,43.66666092071753
207,Ossington Ave,Post & Ring,East,19,-79.42038059,43.64859080843894
214,Wellington St W,Post & Ring,East,20,-79.3893528,43.645392266884585
49,Harbour Sq,Post & Ring,South,28,-79.37695026,43.64098234781025
267,Richmond St W,Post & Ring,South,20,-79.3918848,43.64880817886856
85,Grenville St,Post & Ring,South,27,-79.38742161,43.661196993004666
191R,Roxton Rd,Post & Ring,West,19,-79.41990852,43.65365223004352
1475,Danforth Ave,Post & Ring,South,30,-79.325881,43.682770402940946
1027,Pape Ave,Post & Ring,East,29,-79.34841156,43.68860476
671,Spadina Ave,Post & Ring,East,20,-79.40244198,43.66448782721258
980,King St W,Post & Ring,North,19,-79.41364288,43.64175876549257
67,Adelaide St E,Post & Ring,South,28,-79.37527657,43.65101289162919
1209,King St W,Post & Ring,South,14,-79.42686081,43.63896361487835
129,Pembroke St,Post & Ring,South,27,-79.37330246,43.66091757424482
1402A,Danforth Ave,Post & Ring,North,29,-79.32764053,43.68255315545795
503,Queen St E,Post & Ring,South,28,-79.35798168,43.656943477783074
246,Spadina Ave,Post & Ring,West,20,-79.39763546,43.651447614170536
1475,Queen St W,Post & Ring,South,14,-79.43909168,43.64001957594934
48A,Ossington Ave,Post & Ring,West,19,-79.41930771,43.64529910292748
391,Roncesvalles Ave,Post & Ring,East,14,-79.45063591,43.65067132171066
439,King St W,Post & Ring,South,20,-79.39557552,43.64526804824297
39,Charles St W,Post & Ring,South,27,-79.38785076,43.66830621061246
909,Bathurst St,Post & Ring,East,20,-79.41265583,43.66914435982358
311,Adelaide St E,Post & Ring,South,28,-79.36948299,43.65185128228424
116,Simcoe St,Post & Ring,West,20,-79.38673496,43.64877712599821
837,Dundas St W,Post & Ring,South,19,-79.40939426,43.651540768591445
30,Donlands Ave,Post & Ring,West,29,-79.33772564,43.68100136484381
437,Roncesvalles Ave,Post & Ring,East,14,-79.45132256,43.652534406757354
222,St Patrick St,Post & Ring,West,20,-79.39085484,43.65594991256822
104,Carlton St,Post & Ring,North,27,-79.3773365,43.66237674676515
1313,Queen St W,Post & Ring,South,14,-79.43342686,43.64116868896909
268,Rhodes Ave,Post & Ring,West,32,-79.32025909,43.67218643269885
70,St George St,Post & Ring,West,20,-79.39754963,43.66163164182413
341,Queen St W,Post & Ring,South,20,-79.39235687,43.649491337954686
522,University Ave,Post & Ring,South,20,-79.38948154,43.65613620729823
250,Davisville Ave,Post & Ring,North,22,-79.38639164,43.70048894105858
340,Front St W,Post & Ring,West,20,-79.39149857,43.64343579344302
559,College St,Post & Ring,South,19,-79.41231251,43.655422074361155
245,Dupont St,Post & Ring,South,20,-79.40647602,43.67488691921338
467,Jarvis St,Post & Ring,East,27,-79.37746525,43.66448782721258
477,Eglinton Ave W,Post & Ring,South,22,-79.41274166,43.70362249839005
200,King St E,Post & Ring,North,28,-79.36974049,43.65098183989866
429,College St,Post & Ring,South,20,-79.40733433,43.656384599372586
197,Spadina Ave,Rack,East,20,-79.39682007,43.6503608
27,St Clair Ave E,Post & Ring,South,22,-79.3924427,43.688356496580894
249,Dufferin St,Post & Ring,East,14,-79.42686081,43.63790763524895
31,Britain St,Post & Ring,South,28,-79.37077045,43.65368328039335
127,Front St E,Post & Ring,South,28,-79.36991215,43.64983291
55,James St,Post & Ring,East,27,-79.38098431,43.653031219675455
29,Kenilworth Ave,Post & Ring,South,32,-79.30051804,43.666567789752264
1445A,Queen St W,Post & Ring,South,14,-79.43784714,43.64026803468073
962,Danforth Ave,Post & Ring,North,29,-79.33794022,43.68034960081681
299,Front St W,Post & Ring,South,20,-79.38913822,43.64377740450843
10,Bellair St,Post & Ring,West,27,-79.390769,43.66973416
415,King St W,Post & Ring,South,20,-79.39454556,43.64548543069719
56,Bathurst St,Post & Ring,West,19,-79.40214157,43.64231778
101,College St,Post & Ring,South,27,-79.38926697,43.659986168986705
1144,Davenport Rd,Post & Ring,North,17,-79.43128109,43.67473172213022
8,Bay St,Post & Ring,North,28,-79.37763691,43.64098234781025
51,Eglinton Ave E,Post & Ring,South,22,-79.39626217,43.707097142731016
26,Lombard St,Post & Ring,North,28,-79.37630653,43.65163392286786
37,Shuter St,Post & Ring,South,27,-79.37810898,43.654366384027895
327,Bloor St W,Post & Ring,South,20,-79.40012455,43.66737491998441
989,Queen St E,Post & Ring,South,30,-79.33828354,43.66138327145546
220A,Roncesvalles Ave,Post & Ring,West,14,-79.44849014,43.64464695118207
70,Huntley St,Post & Ring,West,27,-79.3790102,43.670944788924345
922,Bloor St W,Post & Ring,North,19,-79.42716122,43.66169373425575
46,St George St,Post & Ring,South,20,-79.39742088,43.660296639011534
848,Bathurst St,Post & Ring,West,20,-79.41171169,43.66619526444617
2,Donlands Ave,Post & Ring,West,29,-79.33746815,43.68062892912394
1081 1/2,Pape Ave,Post & Ring,East,29,-79.34961319,43.69195614795697
38,Orchard View Blvd,Rack,North,16,-79.39986706,43.708058839059305
225,Queen St E,Post & Ring,South,28,-79.3697834,43.654366384027895
117,Spadina Ave,Post & Ring,North,20,-79.39514637,43.64688287054801
2,Russell St,Post & Ring,West,20,-79.39742088,43.66082443436923
1963 1/2,Queen St E,Post & Ring,South,32,-79.301548,43.669609993216966
1592,Queen St E,Post & Ring,North,32,-79.31785583,43.666102132758425
612,Markham St,Post & Ring,South,19,-79.41261292,43.66473618473756
236,Carlton St,Post & Ring,North,28,-79.36871052,43.66417737886144
156,Front St W,Post & Ring,West,20,-79.38411713,43.64505066500212
720,Broadview Ave,Post & Ring,West,30,-79.35781002,43.674980037270615
2352,Dufferin St,Post & Ring,West,17,-79.45020676,43.69540043967285
1702,Queen St W,Post & Ring,North,14,-79.44492817,43.63902573074918
32,Admiral Rd,Rack,West,20,-79.40021038,43.67168977827157
2340,Dundas St W,Post & Ring,North,14,-79.45175171,43.656539843897264
155,Wellington St W,Post & Ring,South,20,-79.38579082,43.64595124759299
790,Queen St W,Post & Ring,North,19,-79.41338539,43.645361212248275
328,Wellington St W,Post & Ring,North,20,-79.39248562,43.644615896160445
980,Bloor St W,Post & Ring,West,18,-79.42960739,43.66129013230233
801,Bay St,Post & Ring,North,27,-79.38527584,43.66097966741495
68,Yorkville Ave,Post & Ring,West,27,-79.39033985,43.67156561402254
12,Madison Ave,Post & Ring,West,20,-79.40312862,43.66787161011749
468,Huron St,Post & Ring,West,20,-79.40141201,43.66672300794744
595,Bay St,Post & Ring,North,27,-79.38257217,43.65604306000549
930,King St W,Post & Ring,North,19,-79.41111088,43.64225566754348
777,Bay St,Post & Ring,South,27,-79.38536167,43.66079338771189
455,Glebeholme Blvd,Post & Ring,South,31,-79.3211174,43.68649452316623
429,Spadina Ave,Post & Ring,East,20,-79.39952374,43.657191866518104
1549,Danforth Ave,Post & Ring,South,30,-79.32433605,43.68304971997739
110,Bloor St W,Other,North,27,-79.39248562,43.66911331746894
802,Church St,Post & Ring,West,27,-79.38476086,43.671844983221604
12,Grosvenor St,Post & Ring,North,27,-79.38471794,43.662935569402265
602,College St,Post & Ring,North,19,-79.4142437,43.655173678305346
3,Bremner Blvd,Shelter,West,28,-79.37986851,43.642504117027784
473,Oakwood Ave,Post & Ring,East,15,-79.44003582,43.69108728637045
650,Fleet St,Post & Ring,East,19,-79.40664768,43.636665282513405
965,Queen St W,Post & Ring,South,19,-79.41437244,43.64501961018922
1204,Bloor St W,Post & Ring,North,18,-79.43836212,43.659303129280914
283,Coxwell Ave,Post & Ring,East,32,-79.31948662,43.67361429128306
56,Dan Leckie Way,Post & Ring,North,20,-79.39827919,43.63818716107457
641,Mount Pleasant Rd,Post & Ring,East,22,-79.38862324,43.70483244
361,Eglinton Ave W,Post & Ring,South,22,-79.40999508,43.704180936956504
1694,Queen St W,Post & Ring,North,14,-79.44471359,43.639056788660525
1574,Queen St W,Post & Ring,North,14,-79.44059372,43.639864288720446
110,St George St,Post & Ring,West,20,-79.39819336,43.663152887911906
2438,Danforth Ave,Post & Ring,North,31,-79.30459499,43.687642746936774
1033,Queen St W,Rack,South,19,-79.41982269,43.643901626232406
130-140,St George St,Post & Ring,West,20,-79.39875126,43.66417737886144
2455,Danforth Ave,Post & Ring,South,32,-79.3037796,43.687642746936774
423,Queen St E,Post & Ring,South,28,-79.36120033,43.65622935444654
20,Sunlight Park Rd,Post & Ring,North,30,-79.34892654,43.65622935444654
559,King St E,Post & Ring,South,28,-79.35763836,43.65591886339038
295,Dundas St W,Post & Ring,South,20,-79.39115524,43.65427323398984
154,Ossington Ave,Post & Ring,West,19,-79.42016602,43.647597105028524
1027,King St W,Post & Ring,South,19,-79.41608906,43.64113763214942
43,Parliament St,Rack,North,28,-79.36184406,43.65001922829015
212,Adelaide St W,Post & Ring,North,20,-79.38729286,43.64855975545623
970,Gerrard St E,Post & Ring,North,30,-79.33982849,43.66833725338455
2,Russell St,Post & Ring,West,20,-79.39737797,43.66082443436923
1558,King St W,Post & Ring,West,14,-79.44364071,43.63778340113126
1543A,Bloor St W,Post & Ring,South,14,-79.45295334,43.65613620729823
294,Bremner Blvd,Post & Ring,North,20,-79.38737869,43.64126185933176
53,Melgund Rd,Post & Ring,East,21,-79.41823483,43.68177726516811
65,Sherbourne St,Post & Ring,North,28,-79.36832428,43.652285998757065
741,Queen St E,Post & Ring,South,30,-79.34828281,43.65914789190046
20,Albert St,Post & Ring,North,27,-79.38167095,43.653248574034734
319,Ossington Ave,Post & Ring,North,19,-79.42115307,43.65104394334361
1536B,Dupont St,Post & Ring,North,18,-79.45209503,43.66560542798345
617,King St W,Post & Ring,South,20,-79.40089703,43.64421217941856
64,Alexander St,Post & Ring,North,27,-79.38046932,43.66364961297995
1081A,Pape Ave,Post & Ring,East,29,-79.34948444,43.69158378
2177,Queen St E,Post & Ring,South,32,-79.29755688,43.67047916588629
651,Victoria Park Ave,Post & Ring,East,35,-79.28828716,43.691459657163136
15,Toronto St,Post & Ring,North,28,-79.37596321,43.650205541418444
1625,Dupont St,Post & Ring,South,18,-79.45509911,43.66486036311474
33,Munro St,Post & Ring,North,30,-79.35218811,43.65917893940866
840,Danforth Ave,Post & Ring,East,29,-79.34055805,43.67991508753201
1032A,Pape Ave,Post & Ring,West,29,-79.34901237,43.68969087530701
255,Bremner Blvd,Post & Ring,West,20,-79.38381672,43.641696652447195
351,Bloor St W,Post & Ring,East,20,-79.40136909,43.66703344313376
131,Bloor St W,Other,South,27,-79.39205647,43.66908227509819
390,Cherry St,Post & Ring,West,28,-79.35712337,43.65057817
520,Bloor St W,Post & Ring,North,20,-79.41059589,43.66532602974135
725,College St,Post & Ring,West,19,-79.41887856,43.65452163377026
557,Church St,Post & Ring,East,27,-79.38141346,43.667095529978354
686,Queen St W,Post & Ring,North,19,-79.40784931,43.64647917
170,St George St,Post & Ring,West,20,-79.3999958,43.667747437969524
881,King St W,Post & Ring,South,19,-79.41111088,43.64213144241606
57,Grenville St,Post & Ring,North,27,-79.38647747,43.66150745676822
267,St George St,Post & Ring,East,20,-79.40239906,43.673459090908636
1279,Gerrard St E,Post & Ring,South,30,-79.32832718,43.67075854
345,College St,Post & Ring,South,20,-79.4033432,43.657191866518104
231,Vaughan Rd,Post & Ring,North,21,-79.42415714,43.68789100864589
640,Dundas St E,Post & Ring,North,28,-79.36115742,43.66070024764366
96,Gerrard St E,Post & Ring,North,27,-79.3773365,43.660172451194256
743,St Clair Ave W,Post & Ring,South,21,-79.42789078,43.68109447341257
218,King St W,Post & Ring,North,20,-79.38716412,43.64719340832221
1691,Bloor St W,Post & Ring,South,14,-79.45741653,43.655173678305346
270,Gerrard St E,Post & Ring,North,28,-79.36823845,43.662159425445935
4,Nelson St,Post & Ring,North,20,-79.38720703,43.649211864722275
370,Richmond St W,Post & Ring,North,20,-79.39415932,43.64824922474588
77,King St E,Post & Ring,South,28,-79.37523365,43.64964660029969
15,Devonshire Pl,Post & Ring,East,20,-79.39712048,43.66619526444617
259,Victoria St,Post & Ring,East,27,-79.37926769,43.65582571576047
1582,Bloor St W,Post & Ring,North,14,-79.45449829,43.65594991256822
298,Gerrard St E,Post & Ring,North,28,-79.36660767,43.66209733349595
20,Grosvenor St,Post & Ring,North,27,-79.38497543,43.66290452383666
3,Borden St,Post & Ring,North,20,-79.40497398,43.65709872086288
95A,Bloor St W,Post & Ring,East,27,-79.39081192,43.66911331746894
1204,King St W,Post & Ring,West,14,-79.42759037,43.63930525137329
312,Adelaide St W,Post & Ring,North,20,-79.39175606,43.647597105028524
305,Spadina Ave,Rack,East,20,-79.39815044,43.65377643134653
172,Beaconsfield Ave,Post & Ring,South,18,-79.42844868,43.64946028543753
627A,Queens Quay W,Rack,South,20,-79.39754963,43.636013037044705
2198,Gerrard St E,Post & Ring,North,32,-79.30116177,43.68382559381075
1133,Yonge St,Post & Ring,East,27,-79.39115524,43.68146690624252
111,Avenue Rd,Post & Ring,East,27,-79.39574718,43.673148688955735
101,Niagara St,Post & Ring,South,19,-79.40377235,43.64144819962368
370,Huron St,Post & Ring,West,20,-79.40051079,43.66454991669016
330,University Ave,Post & Ring,West,20,-79.38720703,43.651540768591445
484,Roncesvalles Ave,Post & Ring,West,14,-79.45179462,43.653434877145145
1560,Dupont St,Post & Ring,North,18,-79.453125,43.665388118351984
197-205,John St,Post & Ring,North,20,-79.3913269,43.651292356481264
20,Albert St,Post & Ring,North,27,-79.38205719,43.653155422262785
807,College St,Post & Ring,South,19,-79.42188263,43.654490583853885
806,Dundas St W,Post & Ring,North,19,-79.40887928,43.651758128344994
30,Adelaide St E,Post & Ring,South,28,-79.37707901,43.65132340805124
190,University Ave,Post & Ring,South,20,-79.38630581,43.64967765272053
42,Vaughan Rd,Post & Ring,West,21,-79.41922188,43.682242800546135
1042,King St W,Post & Ring,North,19,-79.41630363,43.64123080256027
78,Queen's Park,Post & Ring,West,20,-79.3935585,43.66619526444617
50,Wabash Ave,Post & Ring,North,14,-79.44346905,43.64781447905429
35,St George St,Post & Ring,East,20,-79.39630508,43.659365224120734
232,Dupont St,Post & Ring,North,20,-79.40523148,43.67532146891088
101,College St,Post & Ring,South,27,-79.38819408,43.66020349817268
1204,King St W,Post & Ring,West,14,-79.42759037,43.63927419359041
85,Hanna Ave,Post & Ring,East,19,-79.41943645,43.639926403660155
797,Queen St W,Post & Ring,South,19,-79.40862179,43.646199681793775
336,Bloor St W,Post & Ring,North,20,-79.40428734,43.66662987707849
155A,John St,Post & Ring,East,20,-79.39111233,43.65017448927054
729,St Clair Ave W,Post & Ring,South,21,-79.42737579,43.68121861794609
130-140,St George St,Post & Ring,West,20,-79.39875126,43.66433260323771
908,Eastern Ave,Post & Ring,North,32,-79.32450771,43.66274929576787
22,Duncan St,Post & Ring,West,20,-79.38862324,43.64803185229343
92,Front St E,Post & Ring,North,28,-79.37218666,43.649211864722275
116A,Spadina Ave,Post & Ring,West,20,-79.39587593,43.64703813963578
74,Mc Caul St,Rack,North,20,-79.39089775,43.65241020288565
51,Dockside Dr,Post & Ring,South,28,-79.36497688,43.644243234648854
1209,Bloor St W,Post & Ring,South,18,-79.43994999,43.65886846360422
1579A,Dundas St W,Post & Ring,South,18,-79.43432808,43.64973975751403
595,Bay St,Rack,North,27,-79.38325882,43.65588781419646
351,Bremner Blvd,Rack,South,20,-79.39205647,43.64067177792788
732,Spadina Ave,Post & Ring,West,20,-79.40325737,43.66551229538058
110,St George St,Post & Ring,West,20,-79.39823627,43.66290452383666
110,St George St,Post & Ring,West,20,-79.39823627,43.663246024175265
15,Brunel Crt,Post & Ring,West,20,-79.39304352,43.63998851853566
30,Todmorden Mills Rd,Rack,West,29,-79.36038494,43.685904886202195
120,Eglinton Ave E,Post & Ring,North,22,-79.39476013,43.70756248159074
459,Queen St W,Post & Ring,South,20,-79.39720631,43.64846659641168
80,Sherbourne St,Post & Ring,North,28,-79.36905384,43.65209969
540,Church St,Post & Ring,West,27,-79.38085556,43.665294985411975
952A,Bloor St W,Post & Ring,North,19,-79.42849159,43.661414317807754
110,Sudbury St,Post & Ring,East,18,-79.42278385,43.641417142948484
140,Charles St W,Post & Ring,North,27,-79.39265728,43.66749909290297
200,King St W,Post & Ring,North,20,-79.38553333,43.64756605153207
450,Broadview Ave,Post & Ring,West,30,-79.35360432,43.667685351799236
2168,Danforth Ave,Post & Ring,North,31,-79.31043148,43.68630832264586
621,University Ave,Post & Ring,East,27,-79.38969612,43.65865112958588
424A,Queen St W,Post & Ring,North,20,-79.39815044,43.64843554336471
457,Front St E,Post & Ring,South,28,-79.35665131,43.65287596608002
947,Pape Ave,Post & Ring,East,29,-79.34772491,43.68677382286313
304,Danforth Ave,Post & Ring,North,29,-79.35373306,43.67727690360843
75,Kensington Ave,Post & Ring,East,20,-79.40059662,43.65461478342303
404,Danforth Ave,Post & Ring,North,29,-79.35137272,43.677742473906164
380,Adelaide St W,Post & Ring,North,20,-79.39441681,43.64706919340517
983,Bloor St W,Post & Ring,West,18,-79.4293499,43.66094862
100,Spadina Rd,Rack,West,20,-79.40608978,43.671876024163424
608,Dundas St W,Post & Ring,North,20,-79.40162659,43.65222389659647
915,King St W,Post & Ring,North,19,-79.41291332,43.641323972826626
32,Grenville St,Post & Ring,North,27,-79.38523293,43.661786872782756
311,Jarvis St,Post & Ring,East,27,-79.37527657,43.65917893940866
89,Chestnut St,Post & Ring,East,27,-79.38536167,43.65399378300867
782,Bathurst St,Post & Ring,West,19,-79.41123962,43.664953496729055
1,Bloor St E,Post & Ring,East,27,-79.38682079,43.670634373967005
3,Borden St,Post & Ring,East,20,-79.40518856,43.657191866518104
535,Wellington St W,Post & Ring,South,20,-79.40089703,43.64284573
84,Carlton St,Post & Ring,North,27,-79.3784523,43.66209733349595
972,Queen St E,Post & Ring,East,30,-79.34008598,43.661321178702735
493,Parliament St,Post & Ring,East,28,-79.36798096,43.66458096140485
65,Bond St,Post & Ring,East,27,-79.37785149,43.65535997544353
32,Wellington St E,Post & Ring,West,28,-79.37531948,43.648342384127545
230,The Esplanade,Post & Ring,North,28,-79.36519146,43.64958449540984
867,O'Connor Dr,Post & Ring,East,31,-79.31154728,43.706942028974964
85,Lower Jarvis St,Post & Ring,East,28,-79.37064171,43.6480008
815,Queen St W,Post & Ring,South,19,-79.40917969,43.64607546482182
647,Queen St W,Post & Ring,South,20,-79.40351486,43.64722446201131
339,Queens Quay W,Post & Ring,South,20,-79.38858032,43.63741069723707
45,Mill St,Post & Ring,South,28,-79.36051369,43.65051606201462
1722,Queen St W,Post & Ring,North,14,-79.44544315,43.63893255691883
1024,Dupont St,Post & Ring,North,18,-79.43424225,43.66948582466526
277,Borden St,Post & Ring,South,20,-79.4083643,43.66563647
519,Parliament St,Post & Ring,East,28,-79.36823845,43.66526394106654
140,Charles St W,Post & Ring,North,27,-79.39227104,43.66756117926593
142,St Patrick St,Post & Ring,West,20,-79.39016819,43.65393168261403
160,Dundas St W,Post & Ring,North,27,-79.38557625,43.65539102491039
372A,Queen St W,Post & Ring,North,20,-79.39596176,43.64893239018946
87,Mc Caul St,Post & Ring,East,20,-79.390769,43.65290701683122
901,King St W,Post & Ring,South,19,-79.41171169,43.64200721703173
181,Carlton St,Post & Ring,East,28,-79.37137127,43.66337020563492
112,Danforth Ave,Post & Ring,North,29,-79.35823917,43.67640782938753
24,Eastern Ave,Post & Ring,North,28,-79.3599987,43.65312437164005
230,Richmond St W,Post & Ring,North,20,-79.38853741,43.64967765272053
147,Harbord St,Post & Ring,South,20,-79.40643311,43.66209733349595
287,Harbord St,Post & Ring,South,19,-79.41437244,43.660513967073655
427A,Queen St W,Post & Ring,South,20,-79.39553261,43.64883923172286
208,Christie St,Post & Ring,West,19,-79.42072392,43.669299571356106
588,Queen St W,Post & Ring,West,19,-79.40424442,43.647597105028524
319,Queens Quay W,Post & Ring,South,20,-79.38746452,43.637845518222235
30,St Clair Ave W,Post & Ring,North,22,-79.39518929,43.68795307391258
51,Trolley Cres,Post & Ring,North,28,-79.35527802,43.656943477783074
1019,Bloor St W,Rack,East,18,-79.43098068,43.66066920092214
135,Fort York Blvd,Other,South,20,-79.39883709,43.63899467282178
490,University Ave,Post & Ring,West,20,-79.38870907,43.65514262872614
111,St George St,Post & Ring,East,20,-79.39900875,43.66588482492509
70,Mill St,Post & Ring,North,28,-79.35866833,43.65107499504202
70,Jefferson Ave,Post & Ring,West,14,-79.42158222,43.63790763524895
92,Queens Quay W,Post & Ring,North,28,-79.37905312,43.640485435227845
475,Front St E,Post & Ring,South,28,-79.35506344,43.65331067513577
421-429,Dundas St W,Post & Ring,South,20,-79.39531803,43.653434877145145
626,Richmond St W,Post & Ring,East,20,-79.40360069,43.64666549315089
51,Dockside Dr,Post & Ring,South,28,-79.36527729,43.644305345061326
277,Roncesvalles Ave,Post & Ring,East,14,-79.44939137,43.647348676607265
425,University Ave,Post & Ring,East,27,-79.3876791,43.65418008380726
330,Kingston Rd,Post & Ring,North,32,-79.30691242,43.67491795858183
275,King St E,Post & Ring,South,28,-79.36742306,43.651447614170536
1194,Queen St W,Post & Ring,North,18,-79.42643166,43.64272150948369
51,St Clair Ave E,Post & Ring,South,22,-79.3918848,43.68841856136595
1229,Queen St W,Post & Ring,South,14,-79.42943573,43.641976160645555
120,Lynn Williams St,Post & Ring,West,19,-79.41716194,43.639056788660525
