"id","latitude","longitude","survey"
1062,43.6481384,-79.3746868,"{""map"": [[43.6481384, -79.3746868]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-08-26T20:49:03.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""badly"", ""full""]}"
1063,43.6432182563852,-79.41249701937187,"{""map"": [[43.6432182563852, -79.41249701937187]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-08-27T21:40:48.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1064,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974]], ""picture"": null, ""comments"": ""27 Davies holds a community acupuncture clinic with 4-6 people coming and going each hour. Parking a car is almost impossible but this is much harder to fix than bike parking which can also be a challenge."", ""happening"": [{""date"": ""2018-08-28T13:11:19.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1065,43.6530789024205,-79.3795967681558,"{""map"": [[43.6530789024205, -79.3795967681558]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-08-28T14:54:05.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1046,43.6701825,-79.4299973,"{""map"": [[43.6701825, -79.42999729999997]], ""comments"": """", ""happening"": [{""date"": ""2018-08-22T22:55:17.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1068,43.6802621,-79.432709,"{""map"": [[43.6802621, -79.43270899999999]], ""comments"": ""locked to tree at 886 st claire ave"", ""happening"": [{""date"": ""2018-08-28T22:03:14.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent"", ""other""]}"
1049,43.642556377046,-79.3833575178048,"{""map"": [[43.64255637704601, -79.38335751780477], [43.64254012394895, -79.3834700303226]], ""comments"": ""Not enough curb side or rack parking. "", ""happening"": [{""date"": ""2018-08-23T16:50:23.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1044,43.6706901371905,-79.3839119783855,"{""map"": [[43.67069013719054, -79.38391197838553]], ""comments"": """", ""happening"": [{""date"": ""2018-08-22T22:00:38.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1048,43.6502186972233,-79.3691820872185,"{""map"": [[43.65021869722331, -79.36918208721846]], ""comments"": ""Can you add a feature to rotate photos?"", ""happening"": [{""date"": ""2018-08-23T14:35:08.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1054,43.6516651,-79.37085,"{""map"": [[43.6516651, -79.37085000000002]], ""comments"": """", ""happening"": [{""date"": ""2018-08-23T23:53:51.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1057,43.6641741,-79.4157703,"{""map"": [[43.6641741, -79.41577030000002]], ""comments"": """", ""happening"": [{""date"": ""2018-08-24T20:57:41.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""badly""]}"
1067,43.6655817367543,-79.4096271135653,"{""map"": [[43.66558173675431, -79.40962711356525]], ""comments"": ""Abandoned and many more bike than this one "", ""happening"": [{""date"": ""2018-08-28T16:54:08.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""badly""]}"
1070,43.6500919,-79.36709819999999,"{""map"": [[43.6500919, -79.36709819999999]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-08-29T16:42:06.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1389,43.63638377986858,-79.50215845619749,"{""map"": [[43.63638377986858, -79.50215845619749]], ""picture"": null, ""comments"": ""I would like to request a STOP sign at Elderidge and Grenview Blvd. (South West corner on Grenview)\n\n"", ""location"": ""Elderidge Avenue"", ""happening"": [{""date"": ""2019-07-18T20:12:44.000Z"", ""time"": [""days""]}], ""problem_type"": [""other""]}"
1072,43.646028,-79.38894140000002,"{""map"": [[43.646028, -79.38894140000002]], ""picture"": null, ""comments"": ""testing"", ""happening"": [{""date"": ""2018-08-30T15:21:18.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""other""]}"
1074,43.654571600037514,-79.3916084292008,"{""map"": [[43.654571600037514, -79.3916084292008]], ""picture"": null, ""comments"": ""2 Bike rings used to be here but were removed for an unknown reason. "", ""happening"": [{""date"": ""2018-08-30T20:33:30.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""damaged"", ""other""]}"
1076,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-08-31T13:19:07.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent"", ""full""]}"
1077,43.617312804493686,-79.4886359192871,"{""map"": [[43.617312804493686, -79.4886359192871]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-08-31T16:44:59.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1079,43.66865851182976,-79.30535878959671,"{""map"": [[43.66865851182976, -79.30535878959671], [43.66845156397813, -79.30507268380933]], ""picture"": null, ""comments"": ""No bike parking is available on the southeast corner of Queen and Woodbine. There are a fair number of shops here and we had to park our bikes by some signposts on Woodbine. "", ""happening"": [{""date"": ""2018-09-01T17:40:38.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1081,43.6463868,-79.39073009999998,"{""map"": [[43.6463868, -79.39073009999998]], ""picture"": null, ""comments"": ""No parking at south side of street. Not enough on north side. TIFF "", ""happening"": [{""date"": ""2018-09-01T19:19:12.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1082,43.66237507513847,-79.38697642576625,"{""map"": [[43.66237507513847, -79.38697642576625]], ""picture"": null, ""comments"": ""Ring and post parking overgrown with weeds. Would have liked to add a photo but the app can't access my gallery, just my camera...and I'm already inside :("", ""happening"": [{""date"": ""2018-09-03T17:51:16.000Z"", ""time"": [""hours""]}], ""problem_type"": [""other""]}"
1084,43.6498166,-79.37808710000002,"{""map"": [[43.6498166, -79.37808710000002]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-04T15:11:13.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1085,43.67186098458483,-79.37688436289062,"{""map"": [[43.67186098458483, -79.37688436289062]], ""picture"": null, ""comments"": ""There is one single ring post and it was full"", ""happening"": [{""date"": ""2018-09-04T16:53:44.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent"", ""full""]}"
1086,43.67186098458483,-79.37688436289062,"{""map"": [[43.67186098458483, -79.37688436289062]], ""picture"": null, ""comments"": ""There is one single ring post and it was full"", ""happening"": [{""date"": ""2018-09-04T16:53:44.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent"", ""full""]}"
1423,43.65374688699142,-79.44234722839553,"{""map"": [[43.65374688699142, -79.44234722839553]], ""picture"": null, ""comments"": """", ""location"": ""Saint Helens Avenue"", ""happening"": [{""date"": ""2019-08-08T14:19:09.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1089,43.72517596938471,-79.2931207626288,"{""map"": [[43.72517596938471, -79.2931207626288]], ""picture"": null, ""comments"": ""Canadian Tire has no racks. You have to chain up on median in front where one sign is. In summer you chain to garden centre if you can, winter no luck. You can bring your bike into the store but awkward. Need a rack."", ""happening"": [{""date"": ""2018-08-24T23:32:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1092,43.6604615,-79.37900239999999,"{""map"": [[43.6604615, -79.37900239999999]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-05T21:18:38.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1073,43.686195,-79.4143945,"{""map"": [[43.686195, -79.41439450000001]], ""comments"": ""This is a test."", ""happening"": [{""date"": ""2018-08-31T20:18:30.000Z"", ""time"": [""hours""]}], ""problem_type"": [""damaged""]}"
1080,43.6465573,-79.3903233,"{""map"": [[43.6465573, -79.39032329999998]], ""comments"": """", ""happening"": [{""date"": ""2018-09-01T19:18:44.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1078,43.7666669,-79.4096848,"{""map"": [[43.7666669, -79.40968479999998]], ""comments"": """", ""happening"": [{""date"": ""2018-08-31T20:12:38.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1083,43.6565629,-79.3784481,"{""map"": [[43.6565629, -79.37844810000001]], ""comments"": """", ""happening"": [{""date"": ""2018-09-04T14:57:22.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1069,43.7020464567766,-79.4649426594445,"{""map"": [[43.70204645677665, -79.46494265944455]], ""comments"": ""Building located at 1401 DuPont st is not providing decent bike parking. Racks are damaged/full"", ""happening"": [{""date"": ""2018-07-29T14:55:26.000Z"", ""time"": [""days""]}], ""problem_type"": [""full"", ""damaged""]}"
1091,43.6617494,-79.3792569,"{""map"": [[43.6617494, -79.37925689999997]], ""comments"": """", ""happening"": [{""date"": ""2018-09-05T15:20:15.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""badly""]}"
1075,43.6723750980552,-79.2890071482244,"{""map"": [[43.67237509805516, -79.28900714822441]], ""comments"": ""Parking on Queen or even side street at this corner is needed. "", ""happening"": [{""date"": ""2018-08-30T21:51:32.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1087,43.6658439163325,-79.3872555719547,"{""map"": [[43.66584391633251, -79.38725557195465]], ""comments"": ""910 Bay St. "", ""happening"": [{""date"": ""2018-09-04T20:15:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""badly""]}"
1090,43.6484858561091,-79.3836859090505,"{""map"": [[43.64848585610908, -79.38368590905054]], ""comments"": ""observed on private property before Rego sign"", ""happening"": [{""date"": ""2018-09-05T13:24:50.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly""]}"
1093,43.6597918,-79.3853282,"{""map"": [[43.6597918, -79.3853282]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-05T21:35:03.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1094,43.654389,-79.39100689999998,"{""map"": [[43.654389, -79.39100689999998]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-05T21:42:23.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1095,43.65104630149579,-79.36823379200439,"{""map"": [[43.65104630149579, -79.36823379200439]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-03T19:32:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1096,43.6552673079699,-79.413131735518,"{""map"": [[43.6552673079699, -79.413131735518]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-05T23:35:02.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1098,43.6614361,-79.38333669999997,"{""map"": [[43.6614361, -79.38333669999997]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-06T21:29:55.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1099,43.6651977,-79.41076169999997,"{""map"": [[43.6651977, -79.41076169999997]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-06T22:11:27.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1100,43.6499519,-79.38096089999999,"{""map"": [[43.6499519, -79.38096089999999]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-06T22:44:41.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1101,43.664982,-79.38052099999999,"{""map"": [[43.664982, -79.38052099999999]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-06T22:59:10.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1102,43.6707814,-79.3766058,"{""map"": [[43.6707814, -79.3766058]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-06T23:14:02.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1103,43.6551547,-79.3788619,"{""map"": [[43.6551547, -79.3788619]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-06T23:42:19.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1104,43.7253649,-79.40263770000001,"{""map"": [[43.7253649, -79.40263770000001]], ""picture"": null, ""comments"": ""There is no bike parking all around the intersection.  Many bikes are locked to park benches or private railings."", ""happening"": [{""date"": ""2018-09-07T14:09:27.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1105,43.65277553207096,-79.39366426248779,"{""map"": [[43.65277553207096, -79.39366426248779]], ""picture"": null, ""comments"": ""A blue bicycle has been locked to a pole and abandoned. It is slowly being stripped for parts. It is missing both wheels now!"", ""happening"": [{""date"": ""2018-09-07T12:30:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""badly""]}"
1106,43.665191,-79.38454460000003,"{""map"": [[43.665191, -79.38454460000003]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-07T17:03:20.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1107,43.6487359,-79.3922058,"{""map"": [[43.6487359, -79.3922058]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-07T17:23:29.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1108,43.6569265,-79.3752346,"{""map"": [[43.6569265, -79.3752346]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-07T21:06:07.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1109,43.6597681,-79.38550809999998,"{""map"": [[43.6597681, -79.38550809999998]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-07T21:24:15.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1110,43.6704527,-79.38619890000001,"{""map"": [[43.6704527, -79.38619890000001]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-07T21:35:44.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1424,43.65514481273929,-79.41464492193273,"{""map"": [[43.65514481273929, -79.41464492193273]], ""picture"": null, ""comments"": """", ""location"": ""College Street"", ""happening"": [{""date"": ""2019-08-02T22:00:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly""]}"
1112,43.67020454554388,-79.40554527495715,"{""map"": [[43.67020454554388, -79.40554527495715]], ""picture"": null, ""comments"": ""No parking available at the Alliance française!"", ""happening"": [{""date"": ""2018-09-08T19:33:23.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1113,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974], [43.65784436306147, -79.38641156931152]], ""picture"": null, ""comments"": ""No parking at Manulife centre during construction "", ""happening"": [{""date"": ""2018-09-01T01:45:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1114,43.661861,-79.42649590000002,"{""map"": [[43.661861, -79.42649590000002]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-09T17:04:34.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1116,43.68842153702503,-79.39405360747116,"{""map"": [[43.68842153702503, -79.39405360747116]], ""picture"": null, ""comments"": ""After recent renovations at 2 St Clair Ave E (both exterior and interior), all previous bicycle rings have been replaced with the vertical post system that appears to be the latest update by the City of Toronto.\n\nUnfortunately, the implementation of this new post has been short-sighted as it precludes cyclist's using a mini-Ulock from securing their bike. The vertical posts are simply too wide to accomodate smaller locks. It can even be challenging for those with a medium size lock to secure their bike in a desired configuration.\n\nIs it possible to have some additional ring and posts added to the corner of Yonge and St Clair?"", ""happening"": [{""date"": ""2018-09-10T03:17:48.000Z"", ""time"": [""hours""]}], ""problem_type"": [""other""]}"
1117,43.716861593567565,-79.41951839814453,"{""map"": [[43.716861593567565, -79.41951839814453]], ""picture"": null, ""comments"": ""There is a need for improved bike parking at 2040 Avenue Rd, North York, ON M5M 4A6."", ""happening"": [{""date"": ""2018-09-01T18:48:44.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1097,43.6386573,-79.418637,"{""map"": [[43.6386573, -79.41863699999999]], ""comments"": """", ""happening"": [{""date"": ""2018-09-06T16:05:25.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1115,43.6557861,-79.3793167,"{""map"": [[43.6557861, -79.3793167]], ""comments"": """", ""happening"": [{""date"": ""2018-09-09T22:21:14.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""badly""]}"
1118,43.64851428777196,-79.39257567626674,"{""map"": [[43.64851428777196, -79.39257567626674]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-10T19:28:03.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1119,43.6446413918286,-79.39872141773037,"{""map"": [[43.6446413918286, -79.39872141773037]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-11T23:33:17.000Z"", ""time"": [""days""]}], ""problem_type"": [""badly""]}"
1121,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-12T01:53:42.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""badly""]}"
1122,43.651143493788744,-79.41118802717864,"{""map"": [[43.651143493788744, -79.41118802717864]], ""picture"": null, ""comments"": ""Bike has been locked to tree outside 711, next to bus stop, for months. Please remove."", ""happening"": [{""date"": ""2018-09-12T02:05:50.000Z"", ""time"": [""days""]}], ""problem_type"": [""badly""]}"
1123,43.654408031958305,-79.39091065110182,"{""map"": [[43.654408031958305, -79.39091065110182]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-12T13:53:57.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1124,43.68430711133869,-79.39055290003051,"{""map"": [[43.68430711133869, -79.39055290003051], [43.684353663076024, -79.39018811960449]], ""picture"": null, ""comments"": ""This is a YWCA women's shelter. Many of the residents and staff use bicycles but there is no public bike parking. People currently lock their bikes to the accessibility ramp, which poses a problem for people using wheelchairs and other mobility devices."", ""happening"": [{""date"": ""2018-09-12T19:05:38.000Z"", ""time"": [""days""]}], ""problem_type"": [""absent""]}"
1456,43.6440748963319,-79.40874988206468,"{""map"": [[43.6440748963319, -79.40874988206468]], ""picture"": null, ""comments"": """", ""location"": ""Niagara Street"", ""happening"": [{""date"": ""2019-09-24T21:30:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1126,43.65206965360058,-79.36750168518068,"{""map"": [[43.65206965360058, -79.36750168518068]], ""picture"": null, ""comments"": ""Next to city bikes\n"", ""happening"": [{""date"": ""2018-09-12T21:28:31.000Z"", ""time"": [""overnight""]}], ""problem_type"": [""absent""]}"
1127,43.651752203577324,-79.36564298310088,"{""map"": [[43.651752203577324, -79.36564298310088]], ""picture"": null, ""comments"": ""bike parking was all occupied. I  kept my bike inside of the school building shortly until a security told me to park outside"", ""happening"": [{""date"": ""2018-09-12T17:54:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1128,43.67550418376053,-79.6269553698404,"{""map"": [[43.67550418376053, -79.6269553698404]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-13T05:00:16.000Z"", ""time"": [""days""]}], ""problem_type"": [""other""]}"
1129,43.657815259833676,-79.38181273213274,"{""map"": [[43.657815259833676, -79.38181273213274]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-13T18:00:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent"", ""full""]}"
1132,43.66802730586221,-79.37209930200805,"{""map"": [[43.66802730586221, -79.37209930200805]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-16T22:11:49.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1134,43.65509653535179,-79.41761102457275,"{""map"": [[43.65509653535179, -79.41761102457275]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-17T23:45:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1136,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974], [43.67774295474929, -79.38958730478515], [43.67771191684208, -79.38954438944091]], ""picture"": null, ""comments"": ""No bike parking in front of the new Shoppers Drug Mart at 1027 Yonge St.,\n\nI drag the marker to 1027 Yonge St but the app keeps pointing back to College / Bay in the Summary section... why is the app doing this?"", ""happening"": [{""date"": ""2018-09-19T01:21:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1137,43.67805333293842,-79.38958730478515,"{""map"": [[43.67805333293842, -79.38958730478515]], ""picture"": null, ""comments"": ""No bike parking in front of the new Shoppers Drug Mart at 1027 Yonge St.,\n\nI moved the pointer to 1027 Yonge st but the summary section is showing Bay & Davenport.  Why can't the app save the correct location?"", ""happening"": [{""date"": ""2018-09-19T01:25:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1138,43.65116863109692,-79.39044561166992,"{""map"": [[43.65116863109692, -79.39044561166992]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-19T19:34:08.000Z"", ""time"": [""days""]}], ""problem_type"": [""absent"", ""full"", ""other"", ""damaged"", ""badly""]}"
1120,43.6495291275773,-79.3616915056089,"{""map"": [[43.649529127577324, -79.36169150560886]], ""comments"": """", ""happening"": [{""date"": ""2018-09-12T01:23:21.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1130,43.6369578939874,-79.4368485399251,"{""map"": [[43.63695789398737, -79.43684853992505]], ""comments"": ""Been there quite a long time. "", ""happening"": [{""date"": ""2018-09-16T14:52:05.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly""]}"
1131,43.6799582439087,-79.3398752429031,"{""map"": [[43.679958243908665, -79.33987524290313]], ""comments"": ""please and thank you"", ""happening"": [{""date"": ""2018-09-16T20:12:05.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1133,43.7360554412362,-79.4202514695252,"{""map"": [[43.736055441236246, -79.42025146952517]], ""comments"": ""No bike parking provided. Many coffee shops and restaurants in vicinity. "", ""happening"": [{""date"": ""2018-09-16T22:15:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1135,43.6369487174007,-79.4368618435828,"{""map"": [[43.63694871740075, -79.43686184358279]], ""comments"": """", ""happening"": [{""date"": ""2018-09-19T03:56:48.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""badly""]}"
1139,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974]], ""comments"": """", ""happening"": [{""date"": ""2018-09-19T21:01:06.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1140,43.6692793582087,-79.3754467000046,"{""map"": [[43.669279358208655, -79.3754467000046], [43.669235381239034, -79.37551285965964]], ""comments"": """", ""happening"": [{""date"": ""2018-09-19T21:02:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1166,43.6841018,-79.4402231,"{""map"": [[43.6841018, -79.44022310000003]], ""comments"": ""badly located rack at school.  requires going up stairs and muddy and curb and out of sight"", ""happening"": [{""date"": ""2018-10-02T19:11:04.000Z"", ""time"": [""hours""]}], ""problem_type"": [""other""]}"
1390,43.64620016288961,-79.4196924187683,"{""map"": [[43.64620016288961, -79.4196924187683]], ""picture"": null, ""comments"": ""All bike racks on Ossington are always full. Please more!!! "", ""location"": ""Ossington Avenue"", ""happening"": [{""date"": ""2019-07-18T21:47:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1142,43.6655738,-79.3989914,"{""map"": [[43.6655738, -79.3989914]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-20T15:03:45.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1146,43.65766942787956,-79.40162596004944,"{""map"": [[43.65766942787956, -79.40162596004944]], ""picture"": null, ""comments"": ""Busy commercial strip, all bike rings double occupied"", ""happening"": [{""date"": ""2018-09-22T20:47:52.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1149,43.64818759949106,-79.32847585458984,"{""map"": [[43.64818759949106, -79.32847585458984]], ""picture"": null, ""comments"": ""This space is heavily used by visitors to the area, and there are zero secure bike parking options"", ""happening"": [{""date"": ""2018-09-25T20:05:57.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1154,43.69382439396909,-79.44130491989745,"{""map"": [[43.69382439396909, -79.44130491989745]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-22T00:00:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1158,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-28T15:27:56.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""other""]}"
1160,43.6576578,-79.40139599999998,"{""map"": [[43.6576578, -79.40139599999998]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-09-29T15:34:30.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1164,43.65760314663799,-79.40163754998468,"{""map"": [[43.65760314663799, -79.40163754998468]], ""picture"": null, ""comments"": ""Not enough posts in front of the grocery store (Carmen's independent) on College west of spadina!! They're always full!"", ""happening"": [{""date"": ""2018-10-02T16:26:20.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent"", ""full""]}"
1165,43.64785792838356,-79.38002600299683,"{""map"": [[43.64785792838356, -79.38002600299683]], ""picture"": null, ""comments"": ""NO BIKE PARKING AT ALL ON BAY SOUTH OF KING!!!"", ""happening"": [{""date"": ""2018-10-02T16:29:54.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1143,43.6503571,-79.396816,"{""map"": [[43.6503571, -79.396816]], ""comments"": """", ""happening"": [{""date"": ""2018-09-20T16:16:02.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1157,43.6455293,-79.4487322,"{""map"": [[43.6455293, -79.4487322]], ""comments"": """", ""happening"": [{""date"": ""2018-09-27T23:03:45.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly""]}"
1152,43.6802,-79.4359855,"{""map"": [[43.6802, -79.43598550000002]], ""comments"": ""observed "", ""happening"": [{""date"": ""2018-09-27T12:50:25.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1163,43.6848288,-79.420049,"{""map"": [[43.6848288, -79.420049]], ""comments"": ""observed yall"", ""happening"": [{""date"": ""2018-10-01T23:06:17.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1153,43.6491411027274,-79.3845511915279,"{""map"": [[43.649141102727356, -79.38455119152792]], ""comments"": ""Over capacity with extra bikes locked to ends. Adelaide north side just east of university "", ""happening"": [{""date"": ""2018-09-26T17:00:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1156,43.6526955722721,-79.3991032762862,"{""map"": [[43.65269557227205, -79.39910327628616]], ""comments"": ""Post and ring missing ring. Rings missing for retail demand."", ""happening"": [{""date"": ""2018-09-27T21:05:21.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""damaged"", ""absent""]}"
1147,43.6369639640228,-79.4368928591825,"{""map"": [[43.63696396402277, -79.43689285918254]], ""comments"": ""Outside of no frills been there for years "", ""happening"": [{""date"": ""2018-09-24T16:16:45.000Z"", ""time"": [""days""]}], ""problem_type"": [""badly""]}"
1145,43.6806112,-79.4351797,"{""map"": [[43.6806112, -79.43517969999999]], ""comments"": ""private rental tower"", ""happening"": [{""date"": ""2018-09-21T20:17:28.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1144,43.6460163,-79.3892803,"{""map"": [[43.6460163, -79.3892803]], ""comments"": ""test "", ""happening"": [{""date"": ""2018-09-20T20:03:56.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
